"ImageScalars","vtkValidPointMask","vtkGhostType"
9.5763,1,0
5.21,1,0
0.44979,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.2235,1,0
2.8418,1,0
0.24534,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.87058,1,0
0.47364,1,0
0.04089,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
16.268,1,0
8.8605,1,0
0.76494,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
12.395,1,0
6.7509,1,0
0.58281,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
8.5216,1,0
4.6412,1,0
0.40068,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
4.6481,1,0
2.5316,1,0
0.21855,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.77469,1,0
0.42193,1,0
0.036426,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
15.41,1,0
8.4779,1,0
0.7319,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
11.741,1,0
6.4593,1,0
0.55764,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
8.0718,1,0
4.4408,1,0
0.38338,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
4.4028,1,0
2.4223,1,0
0.20912,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.7338,1,0
0.40371,1,0
0.034853,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
16.517,1,0
9.2923,1,0
0.80221,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
12.585,1,0
7.0799,1,0
0.61121,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
8.6519,1,0
4.8674,1,0
0.42021,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
4.7192,1,0
2.6549,1,0
0.2292,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.78653,1,0
0.44249,1,0
0.038201,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
14.117,1,0
9.5189,1,0
3.7885,1,0
3.003,1,0
2.7335,1,0
1.4962,1,0
0.14856,1,0
0,1,0
0,1,0
10.755,1,0
7.2525,1,0
2.8865,1,0
2.288,1,0
2.0826,1,0
1.14,1,0
0.11319,1,0
0,1,0
0,1,0
7.3944,1,0
4.9861,1,0
1.9845,1,0
1.573,1,0
1.4318,1,0
0.78372,1,0
0.077816,1,0
0,1,0
0,1,0
4.0333,1,0
2.7197,1,0
1.0824,1,0
0.858,1,0
0.78099,1,0
0.42748,1,0
0.042445,1,0
0,1,0
0,1,0
0.67222,1,0
0.45328,1,0
0.18041,1,0
0.143,1,0
0.13017,1,0
0.071247,1,0
0.0070742,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.5385,1,0
8.7103,1,0
11.909,1,0
11.294,1,0
10.28,1,0
5.627,1,0
0.55871,1,0
0,1,0
0,1,0
4.2198,1,0
6.6364,1,0
9.0739,1,0
8.6049,1,0
7.8326,1,0
4.2872,1,0
0.42568,1,0
0,1,0
0,1,0
2.9011,1,0
4.5625,1,0
6.2383,1,0
5.9158,1,0
5.3849,1,0
2.9475,1,0
0.29266,1,0
0,1,0
0,1,0
1.5824,1,0
2.4887,1,0
3.4027,1,0
3.2268,1,0
2.9372,1,0
1.6077,1,0
0.15963,1,0
0,1,0
0,1,0
0.26374,1,0
0.41478,1,0
0.56712,1,0
0.5378,1,0
0.48953,1,0
0.26795,1,0
0.026605,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
6.7433,1,0
14.126,1,0
15.619,1,0
16.498,1,0
9.1723,1,0
0.91073,1,0
0,1,0
0,1,0
0,1,0
5.1377,1,0
10.763,1,0
11.9,1,0
12.57,1,0
6.9884,1,0
0.69389,1,0
0,1,0
0,1,0
0,1,0
3.5322,1,0
7.3993,1,0
8.1816,1,0
8.642,1,0
4.8045,1,0
0.47705,1,0
0,1,0
0,1,0
0,1,0
1.9266,1,0
4.036,1,0
4.4627,1,0
4.7138,1,0
2.6207,1,0
0.26021,1,0
0,1,0
0,1,0
0,1,0
0.32111,1,0
0.67266,1,0
0.74378,1,0
0.78563,1,0
0.43678,1,0
0.043368,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
2.6652,1,0
5.5831,1,0
12.719,1,0
20.295,1,0
11.651,1,0
1.1568,1,0
0,1,0
0,1,0
0,1,0
2.0306,1,0
4.2538,1,0
9.6907,1,0
15.463,1,0
8.8768,1,0
0.88138,1,0
0,1,0
0,1,0
0,1,0
1.3961,1,0
2.9245,1,0
6.6623,1,0
10.631,1,0
6.1028,1,0
0.60595,1,0
0,1,0
0,1,0
0,1,0
0.76148,1,0
1.5952,1,0
3.634,1,0
5.7986,1,0
3.3288,1,0
0.33052,1,0
0,1,0
0,1,0
0,1,0
0.12691,1,0
0.26586,1,0
0.60567,1,0
0.96643,1,0
0.5548,1,0
0.055087,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
10.357,1,0
21.794,1,0
12.698,1,0
1.2608,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
8.1687,1,0
17.19,1,0
10.016,1,0
0.99445,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.9807,1,0
12.586,1,0
7.3329,1,0
0.72809,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
3.7928,1,0
7.9813,1,0
4.6503,1,0
0.46173,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
1.6048,1,0
3.3771,1,0
1.9677,1,0
0.19537,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.94491,1,0
1.9884,1,0
1.1585,1,0
0.11503,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.667,1,0
1.4036,1,0
0.8178,1,0
0.0812,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.38908,1,0
0.81876,1,0
0.47705,1,0
0.047366,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.11117,1,0
0.23393,1,0
0.1363,1,0
0.013533,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
9.009,1,0
18.958,1,0
11.046,1,0
1.0967,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
7.9441,1,0
16.717,1,0
9.7401,1,0
0.9671,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
6.8792,1,0
14.476,1,0
8.4344,1,0
0.83746,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.8142,1,0
12.235,1,0
7.1288,1,0
0.70782,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
4.7493,1,0
9.9942,1,0
5.8231,1,0
0.57818,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
3.6723,1,0
7.7277,1,0
4.5025,1,0
0.44706,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
2.5922,1,0
5.4549,1,0
3.1783,1,0
0.31557,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
1.5121,1,0
3.182,1,0
1.854,1,0
0.18408,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.43203,1,0
0.90914,1,0
0.52971,1,0
0.052595,1,0
0,1,0
0,1,0
2.743,1,0
1.5626,1,0
0.1349,1,0
8.2697,1,0
17.402,1,0
10.139,1,0
1.0068,1,0
0,1,0
0,1,0
2.0899,1,0
1.1906,1,0
0.10278,1,0
7.9114,1,0
16.648,1,0
9.7001,1,0
0.96313,1,0
0,1,0
0,1,0
1.4368,1,0
0.81851,1,0
0.070663,1,0
7.5531,1,0
15.894,1,0
9.2607,1,0
0.9195,1,0
0,1,0
0,1,0
0.78372,1,0
0.44646,1,0
0.038543,1,0
7.1947,1,0
15.14,1,0
8.8213,1,0
0.87588,1,0
0,1,0
0,1,0
0.13062,1,0
0.07441,1,0
0.0064239,1,0
6.8364,1,0
14.386,1,0
8.382,1,0
0.83225,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.4762,1,0
11.524,1,0
6.7143,1,0
0.66667,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
3.8655,1,0
8.1345,1,0
4.7395,1,0
0.47059,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
2.2549,1,0
4.7451,1,0
2.7647,1,0
0.27451,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.64426,1,0
1.3557,1,0
0.78992,1,0
0.078431,1,0
0,1,0
0,1,0
10.844,1,0
6.1778,1,0
0.53333,1,0
8.719,1,0
18.348,1,0
10.69,1,0
1.0614,1,0
0,1,0
0,1,0
8.2624,1,0
4.7069,1,0
0.40635,1,0
8.2537,1,0
17.369,1,0
10.12,1,0
1.0048,1,0
0,1,0
0,1,0
5.6804,1,0
3.236,1,0
0.27937,1,0
7.7884,1,0
16.389,1,0
9.5492,1,0
0.94815,1,0
0,1,0
0,1,0
3.0984,1,0
1.7651,1,0
0.15238,1,0
7.3231,1,0
15.41,1,0
8.9787,1,0
0.8915,1,0
0,1,0
0,1,0
0.5164,1,0
0.29418,1,0
0.025397,1,0
6.8578,1,0
14.431,1,0
8.4082,1,0
0.83486,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
5.4762,1,0
11.524,1,0
6.7143,1,0
0.66667,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
3.8655,1,0
8.1345,1,0
4.7395,1,0
0.47059,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
2.2549,1,0
4.7451,1,0
2.7647,1,0
0.27451,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0.64426,1,0
1.3557,1,0
0.78992,1,0
0.078431,1,0
0,1,0
0,1,0
13.587,1,0
9.3138,1,0
3.9643,1,0
9.433,1,0
16.031,1,0
10.636,1,0
3.8748,1,0
3.2754,1,0
3.4394,1,0
10.352,1,0
7.0962,1,0
3.0204,1,0
8.5324,1,0
15.045,1,0
9.7535,1,0
3.116,1,0
2.7562,1,0
3.1742,1,0
7.1172,1,0
4.8787,1,0
2.0765,1,0
7.6318,1,0
14.059,1,0
8.8705,1,0
2.3572,1,0
2.237,1,0
2.9089,1,0
3.8821,1,0
2.6611,1,0
1.1327,1,0
6.7312,1,0
13.073,1,0
7.9876,1,0
1.5984,1,0
1.7178,1,0
2.6436,1,0
0.64702,1,0
0.44352,1,0
0.18878,1,0
5.8306,1,0
12.088,1,0
7.1046,1,0
0.83965,1,0
1.1986,1,0
2.3783,1,0
0,1,0
0,1,0
0,1,0
4.5742,1,0
9.6258,1,0
5.6084,1,0
0.55686,1,0
0.88627,1,0
1.8824,1,0
0,1,0
0,1,0
0,1,0
3.2289,1,0
6.7947,1,0
3.9589,1,0
0.39308,1,0
0.62561,1,0
1.3287,1,0
0,1,0
0,1,0
0,1,0
1.8835,1,0
3.9636,1,0
2.3093,1,0
0.2293,1,0
0.36494,1,0
0.77509,1,0
0,1,0
0,1,0
0,1,0
0.53814,1,0
1.1324,1,0
0.65981,1,0
0.065513,1,0
0.10427,1,0
0.22145,1,0
5.486,1,0
9.4564,1,0
13.533,1,0
10.683,1,0
7.1108,1,0
9.3591,1,0
12.271,1,0
13.18,1,0
13.84,1,0
4.1798,1,0
7.2049,1,0
10.31,1,0
8.6826,1,0
6.5608,1,0
7.7967,1,0
9.4156,1,0
11.09,1,0
12.772,1,0
2.8736,1,0
4.9533,1,0
7.0885,1,0
6.6822,1,0
6.0108,1,0
6.2344,1,0
6.56,1,0
9.0013,1,0
11.705,1,0
1.5674,1,0
2.7018,1,0
3.8664,1,0
4.6819,1,0
5.4609,1,0
4.672,1,0
3.7044,1,0
6.9122,1,0
10.637,1,0
0.26124,1,0
0.4503,1,0
0.6444,1,0
2.6815,1,0
4.9109,1,0
3.1097,1,0
0.84885,1,0
4.8231,1,0
9.5699,1,0
0,1,0
0,1,0
0,1,0
1.8469,1,0
3.8865,1,0
2.2644,1,0
0.22484,1,0
3.5662,1,0
7.5742,1,0
0,1,0
0,1,0
0,1,0
1.3037,1,0
2.7434,1,0
1.5984,1,0
0.15871,1,0
2.5173,1,0
5.3465,1,0
0,1,0
0,1,0
0,1,0
0.76048,1,0
1.6003,1,0
0.93241,1,0
0.09258,1,0
1.4684,1,0
3.1188,1,0
0,1,0
0,1,0
0,1,0
0.21728,1,0
0.45723,1,0
0.2664,1,0
0.026451,1,0
0.41955,1,0
0.89109,1,0
