"ImageScalars"
4.7654
5.186
5.6518
6.151
6.667
7.182
7.6748
8.1243
8.5077
8.8045
8.9949
9.0639
9.0005
8.8013
8.4687
8.0142
7.455
4.3652
4.7998
5.2713
5.7684
6.2759
6.7772
7.2526
7.6828
8.0468
8.3257
8.5016
8.5613
8.4951
8.3008
7.9817
7.5495
7.0214
3.8789
4.3065
4.7639
5.2408
5.7233
6.1966
6.6429
7.0445
7.3825
7.64
7.8007
7.8532
7.7896
7.6088
7.3149
6.9198
6.4405
3.3225
3.7245
4.1501
4.5906
5.0339
5.467
5.8741
6.2397
6.5469
6.7808
6.9272
6.9766
6.9225
6.765
6.5089
6.1661
5.753
2.7261
3.0872
3.467
3.8585
4.2512
4.6344
4.9947
5.3188
5.5919
5.8016
5.9357
5.9866
5.9491
5.8245
5.6178
5.3408
5.0082
2.1322
2.4414
2.7655
3.0992
3.4339
3.7612
4.0698
4.3491
4.5868
4.7727
4.8969
4.9535
4.9387
4.8545
4.7056
4.5029
4.2591
5.2115
5.6583
6.1457
6.6611
7.1875
7.7063
8.1957
8.6345
8.9997
9.2712
9.43
9.4626
9.3596
9.1194
8.7466
8.2543
7.6612
4.8014
5.2737
5.7795
6.3066
6.8387
7.3582
7.8446
8.2781
8.6371
8.9031
9.0584
9.0909
8.9922
8.7616
8.4042
7.9334
7.3674
4.2892
4.7641
5.2663
5.7846
6.3036
6.8074
7.277
7.694
8.0388
8.2941
8.444
8.4778
8.3881
8.1754
7.8451
7.4105
6.8899
3.6893
4.1452
4.6235
5.1139
5.6028
6.076
6.5162
6.907
7.2305
7.4713
7.6151
7.6527
7.5781
7.3924
7.1014
6.7185
6.2611
3.0294
3.4481
3.885
4.3317
4.7761
5.206
5.6063
5.9627
6.2593
6.4827
6.6205
6.6649
6.6112
6.4614
6.2213
5.9038
5.525
2.3496
2.7166
3.099
3.4898
3.8788
4.256
4.6085
4.9244
5.1898
5.3939
5.526
5.58
5.5522
5.445
5.2642
5.0216
4.7314
5.6481
6.1128
6.6119
7.132
7.6557
8.1639
8.6348
9.0472
9.3789
9.6106
9.725
9.7103
9.5595
9.2733
8.8585
8.3301
7.7082
5.2401
5.7423
6.2733
6.8197
7.3641
7.8885
8.3718
8.7938
9.1334
9.3725
9.4948
9.4895
9.3502
9.0782
8.6805
8.1722
7.5729
4.7146
5.2302
5.7696
6.32
6.8649
7.3875
7.8678
8.2871
8.6255
8.8661
8.9938
8.9989
8.8757
8.6261
8.2573
7.7842
7.226
4.0845
4.5899
5.1149
5.6481
6.1742
6.6778
7.1407
7.5456
7.8741
8.1109
8.2421
8.2592
8.1573
7.9388
7.6111
7.1887
6.6901
3.3756
3.8495
4.3401
4.8372
