"ImageScalars"
0
0
1
0
0
1
0
1
1
1
0
1
1
1
0
0
1
0
1
0
0
0
0
0
0
0
1
1
2
1
1
0
0
1
0
0
0
0
0
1
1
2
0
0
0
0
0
0
0
1
0
0
1
0
0
0
2
0
0
1
1
0
1
2
0
2
0
0
0
1
0
0
1
1
1
0
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
2
1
2
0
0
0
0
2
1
1
2
0
1
1
0
0
0
0
1
1
1
1
0
3
1
0
0
2
0
2
2
3
1
3
1
8
5
4
6
3
9
14
9
12
12
12
10
9
9
8
12
10
11
12
10
11
15
13
12
15
14
14
16
15
19
18
19
17
19
0
0
0
1
1
0
1
2
1
0
2
1
0
0
0
0
0
2
0
0
1
1
0
1
0
3
0
0
0
1
1
1
0
1
0
0
0
0
0
1
0
1
0
2
0
0
0
0
2
0
0
0
0
2
0
2
1
0
1
0
0
1
1
1
1
1
0
0
1
1
1
0
1
0
0
0
1
0
0
0
0
1
0
0
0
1
2
1
0
1
1
0
0
1
1
0
1
1
0
0
0
0
0
0
0
1
0
0
1
1
1
0
0
1
1
0
3
3
0
1
2
0
1
0
0
1
1
1
0
1
2
3
1
0
0
1
3
3
2
3
2
1
2
3
3
4
9
7
10
12
7
10
11
12
10
9
11
8
11
9
11
12
13
11
15
11
14
16
15
16
19
19
18
16
19
17
0
2
0
1
0
1
2
1
1
0
3
0
1
0
1
1
0
0
0
0
0
2
1
1
1
1
0
0
0
0
0
0
1
0
0
1
0
1
0
0
1
0
1
1
0
1
0
0
0
0
1
1
0
0
1
0
0
0
2
1
0
0
1
0
2
0
1
0
0
0
0
0
0
0
1
1
2
0
0
1
0
0
0
1
0
3
0
1
1
0
2
0
0
0
0
2
0
3
1
0
1
0
1
1
0
0
0
0
1
1
1
0
1
1
0
0
1
2
1
1
0
0
0
0
0
1
1
1
0
1
0
1
1
0
2
1
1
0
2
1
2
4
2
3
4
5
7
9
7
11
9
10
7
10
10
10
8
11
10
12
11
12
13
10
13
12
14
11
16
18
14
13
18
16
13
16
0
1
0
2
1
0
0
0
0
1
2
1
0
2
1
0
0
0
1
1
1
1
0
0
0
0
1
0
1
0
1
1
2
1
0
0
1
1
0
0
0
0
1
1
0
0
0
0
1
0
0
0
1
0
2
0
0
0
0
1
0
0
0
1
1
2
0
0
0
2
0
0
0
0
1
0
1
0
0
0
1
2
0
2
0
1
2
2
1
0
0
1
0
1
0
2
0
1
0
0
0
1
0
0
0
1
0
1
2
1
0
0
0
0
0
1
1
1
1
0
3
0
0
1
0
1
1
1
1
1
3
0
0
0
2
1
1
0
2
2
1
4
1
1
1
2
5
6
7
10
9
8
6
11
9
9
11
11
11
10
11
10
14
9
10
13
16
13
15
13
17
14
17
15
18
17
3
0
2
1
0
0
0
1
1
1
1
0
0
1
1
1
1
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
1
1
0
0
0
0
0
0
1
2
1
0
1
2
1
0
0
1
0
1
0
1
2
1
0
0
0
0
1
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
1
2
1
0
0
0
1
0
1
0
1
0
0
0
0
1
0
0
0
1
0
1
1
0
1
0
0
0
1
1
0
0
0
0
2
0
0
1
1
0
1
1
1
0
2
1
1
1
1
2
0
2
0
2
2
1
0
2
1
2
5
5
5
5
7
6
6
4
7
5
8
9
9
9
13
11
10
12
13
12
10
15
16
16
17
16
16
15
16
14
18
0
3
0
1
1
2
1
0
0
1
1
0
1
0
0
0
0
1
1
2
0
1
0
1
0
0
2
2
2
1
0
0
0
0
0
0
1
1
0
1
2
1
0
2
0
0
0
3
0
0
0
0
0
0
1
1
0
0
0
0
1
1
0
0
1
1
0
0
0
2
0
1
0
2
1
1
2
0
0
0
1
0
2
0
1
0
0
1
1
0
0
0
1
0
1
1
1
1
0
0
0
0
2
0
0
0
0
1
1
0
0
0
0
0
0
0
1
1
1
1
0
0
0
0
1
2
0
0
0
0
2
1
1
0
0
2
0
1
1
1
0
1
0
2
1
2
5
4
2
6
5
5
4
7
9
6
11
11
10
10
9
11
8
15
12
13
14
16
13
14
13
12
14
16
16
20
0
1
1
1
1
1
1
1
1
1
0
1
1
1
0
0
0
2
0
1
0
2
1
0
3
1
1
1
1
1
0
0
0
1
0
1
0
1
0
0
0
1
1
4
0
1
0
0
1
0
0
2
1
0
0
1
0
0
0
1
0
1
1
2
0
0
1
0
0
1
0
1
0
0
0
0
2
1
0
0
2
0
0
0
2
1
0
1
0
0
0
1
0
0
0
2
0
0
1
0
1
0
0
0
0
0
1
0
0
1
0
1
0
1
0
0
0
0
1
1
1
1
0
0
1
1
1
1
1
0
0
1
2
1
2
0
2
1
2
0
1
0
0
5
3
4
1
4
3
7
6
8
5
5
5
7
8
9
6
11
8
9
9
12
14
13
15
10
14
15
12
14
14
14
16
15
0
2
2
2
0
1
1
3
1
1
1
0
0
1
0
1
1
0
1
0
0
0
0
2
0
1
0
0
0
0
0
0
2
0
2
0
0
1
2
0
0
0
1
0
3
0
1
0
0
1
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
1
1
0
1
1
0
1
1
0
0
1
0
0
0
0
2
2
1
0
1
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
1
2
0
0
0
0
1
2
0
0
1
2
2
1
2
3
4
4
6
2
6
7
7
9
7
9
8
7
10
12
12
11
11
14
13
12
15
13
13
13
16
15
18
2
0
1
2
0
0
1
1
1
1
2
0
2
2
0
0
0
0
1
1
1
0
1
0
0
1
0
1
0
0
0
0
0
0
1
0
1
0
0
1
0
2
1
1
0
0
1
2
2
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
2
1
0
0
0
1
1
0
0
0
0
0
1
0
0
0
1
2
1
0
0
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0
0
1
0
0
0
2
1
0
0
0
0
0
0
0
0
0
1
0
1
1
1
0
0
0
1
0
0
0
0
1
0
1
1
1
0
0
1
0
1
0
3
2
3
1
1
3
4
4
3
5
9
7
6
6
5
8
6
11
9
9
9
11
13
11
11
16
15
11
14
13
14
16
14
15
1
0
1
0
0
0
0
1
1
1
1
0
4
1
1
0
0
0
1
0
1
0
2
0
0
0
0
0
2
0
0
0
0
1
0
1
0
0
0
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
2
0
1
1
1
0
2
1
0
0
1
1
0
0
0
0
0
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
3
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
1
1
0
0
0
1
1
0
2
0
0
0
1
1
0
2
0
1
0
0
0
0
0
1
0
1
0
1
1
0
0
1
0
2
2
0
2
2
1
3
2
1
7
4
5
8
3
7
7
8
6
9
6
6
10
11
15
13
13
11
10
16
11
15
16
14
17
13
2
0
0
0
1
2
0
1
2
0
0
0
1
0
1
0
0
1
1
1
1
0
2
2
1
0
1
0
0
0
0
0
1
0
0
1
0
0
1
0
0
1
0
0
0
2
2
2
1
0
0
0
1
1
0
1
0
0
0
2
0
0
0
0
0
0
1
1
0
0
0
0
0
0
1
0
0
2
0
0
1
0
0
0
0
0
0
1
0
0
1
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
2
2
0
1
2
4
6
2
3
1
5
1
7
11
8
7
10
4
6
7
12
8
11
12
12
12
14
13
16
11
12
13
14
14
14
19
0
0
0
0
0
0
0
0
1
1
0
1
3
1
0
0
0
1
1
0
0
0
1
1
1
0
0
0
0
0
1
0
0
0
0
2
0
1
1
1
0
0
0
0
0
0
1
0
0
1
0
0
0
1
0
0
3
1
2
0
0
1
0
1
0
0
2
1
2
0
0
0
0
0
0
0
0
1
1
0
1
0
0
0
0
0
0
0
2
0
0
1
0
1
0
0
1
0
1
2
0
1
1
0
0
0
0
0
1
1
1
2
1
0
0
0
0
1
0
0
0
1
2
0
0
1
0
1
0
1
0
0
2
0
2
0
0
1
1
1
0
2
2
2
1
2
4
1
1
1
4
3
7
14
8
6
8
5
8
7
7
13
11
8
11
11
10
10
13
10
15
14
12
15
20
18
